LICENCE_NO,AREA_CODE,AREA_NAME,AREA_DESCRIPTION
11190520,AP_11190520_5022,Market area 2,"BU7O5CJ"
11190524,AP_11190524_5023,Market area 3,"KW9B3JI"
11190528,AP_11190528_5024,Market area 4,"JW4L1XF"
11190536,AP_11190536_5026,Market area 6,"MW8H5SE"
11190543,AP_11190543_5028,Market area 8,"CR4K2AD"
11192681,AP_11192681_5034,Market area,"IW3O2Q, IW3O2R, IW3O2V, IW3O1OH, IW3O1OI, IW3O1OJ, IW3O1OK, IW3O1OL, IW3O2P, IW3O1TA, IW3O1TB, IW3O1TC, IW3O1TD, IW3O1TE, IW3O1TF, IW3O1TG, IW3O1TH, IW3O1TI, IW3O1TK, IW3O1TL, IW3O1YC, IW3O2KG, IW3O2KH, IW3O2KI, IW3O2KJ, IW3O2KK, IW3O2KL, IW3O2LG, IW3O2LI, IW3O2LJ, IW3O2LK, IW3O2LL, IW3O2MG, IW3O2MH, IW3O2MJ, IW3O2MK, IW3O2ML, IW3O2NJ, IW3O2SA, IW3O2SB, IW3O2SD, IW3O2SE, IW3O2SG, IW3O2SH, IW3O2SI, IW3O2SJ, IW3O2SK, IW3O2SL, IW3O2UA, IW3O2UB, IW3O2UC, IW3O2UD, IW3O2UE, IW3O2UF, IW3O2UI, IW3O2UL, IW3O2WB, IW3O2WC, IW3O2WD, IW3O2WE, IW3O2WF, IW3O2WG, IW3O2WH, IW3O2WI, IW3O2WJ, IW3O2WK, IW3O2WL, IW3O2XA, IW3O2XB, IW3O2XC, IW3O2XD, IW3O2XE, IW3O2XF, IW3O2XG, IW3O2XH, IW3O2XI, IW3O2XJ, IW3O2XK, IW3O5BA, IW3O5BB, IW3O5BC, IW3O5BF, IW3O5CA, IW3O5CB, IW3O5CC, IW3O5CD, IW3O5CE, IW3O5CF, IW3O5CG, IW3O5CH, IW3O5DA, IW3O5DD"
11192681,AP_11192681_5036,Hole area,"IW3O2WA"
11193287,AP_11193287_5037,Market area 1,"BV1P2, BV1P3A, BV1P3B, BV1P3F, BV1P3G, BV1P3K, BV1P3L, BV1P3M, BV1P3P, BV1P3Q, BV1P3R, BV1P3U, BV1P3VA, BV1P3VB, BV1P3VC, BV1P3VD, BV1L8V, BV1L8W, BV1L8X, BV1L8Y, BV1P1J, BV1P1O, BV1P1T, BV1L9UJ, BV1L9UK, BV1P3HD, BV1P3HG, BV1P3HJ, BV1P3HK, BV1P1EL, BV1P1NF, BV1P1NI, BV1P1NL, BV1P1SC, BV1P1SF"
11193288,AP_11193288_5038,Market area 2,"NV7I9S, NV7I9T, NV7I9NG, NV7I9NH, NV7I9NI, NV7I9NJ, NV7I9NK, NV7I9NL, NV7I9OG, NV7I9OH, NV7I9OI, NV7I9OJ, NV7I9OK, NV7I9OL"
11193289,AP_11193289_5039,Market area 3,"CV1J2I, CV1J2J, CV1J2K, CV1J2L, CV1J2M, CV1J2N, CV1J2P, CV1J2Q, CV1J2R, CV1J2U, CV1F4M, CV1F4N, CV1F4P, CV1F4Q, CV1F4R, CV1F4S, CV1F4T, CV1F4U, CV1F4V, CV1F4W, CV1F4X, CV1F4Y, CV1E6T, CV1E6W, CV1E6X, CV1E6Y, CV1F5P, CV1F5Q, CV1F5U, CV1F5V, CV1F5W, CV1E9C, CV1E9D, CV1E9E, CV1E9G, CV1E9H, CV1E9I, CV1E9J, CV1E9L, CV1E9M, CV1E9N, CV1E9O, CV1E9Q, CV1E9R, CV1E9S, CV1E9T, CV1E9V, CV1E9W, CV1E9X, CV1E9Y, CV1F7, CV1F8A, CV1F8B, CV1F8C, CV1F8D, CV1F8F, CV1F8G, CV1F8H, CV1F8I, CV1F8J, CV1F8K, CV1F8L, CV1F8M, CV1F8N, CV1F8O, CV1F8P, CV1F8Q, CV1F8R, CV1F8S, CV1F8T, CV1F8U, CV1F8V, CV1F8W, CV1F8X, CV1F8Y, CV1I3B, CV1I3C, CV1I3D, CV1I3E, CV1I3H, CV1I3I, CV1I3J, CV1I3M, CV1I3N, CV1I3O, CV1I3S, CV1I3T, CV1J1, CV1J2A, CV1J2B, CV1J2C, CV1J2D, CV1J2E, CV1J2F, CV1J2G, CV1J2H"
11193290,AP_11193290_5040,Market area 4,"GO7H9A, GO7H9B, GO7H9C, GO7H9D, GO7H9F, GO7H9G, GO7H9H, GO7H9I, GO7H9J, GO7H9K, GO7H9L, GO7H9M, GO7H9N, GO7H9O, GO7H9P, GO7H9Q, GO7H9R, GO7H9S, GO7H9V, GO7H9W, GO7H9X, GO7H9T, GO7H9Y, GO8E7KG, GO8E7KJ, GO8E7PA, GO8E7PD, GO8E7PG, GO8E7PJ, GO7H8TA, GO7H8TB, GO7H8TC, GO7H8TD, GO7H8TE, GO7H8TF, GO7H8TG, GO7H8TH, GO7H8TI, GO7H8TK, GO7H8TL, GO7H8OB, GO7H8OC, GO7H8OE, GO7H8OF, GO7H8OG, GO7H8OH, GO7H8OI, GO7H8OJ, GO7H8OK, GO7H8OL, GO7H8JF, GO7H8JI, GO7H8JK, GO7H8JL, GO7L3B, GO7L3C, GO7L3D, GO7L3EA, GO7L3EB, GO7L3ED"
11193291,AP_11193291_5041,Market area 5,"NT7H8AH, NT7H8AI, NT7H8AJ, NT7H8AK, NT7H8AL, NT7H8BG, NT7H8BJ, NT7H8BK, NT7H8BL, NT7H8CJ, NT7H8CK, NT7H8F, NT7H8G, NT7H8H, NT7H8I, NT7H8JJ, NT7H8K, NT7H8L, NT7H8M, NT7H8N, NT7H8O, NT7H8P, NT7H8Q, NT7H8R, NT7H8S, NT7H8T, NT7H8U, NT7H8V, NT7H8W, NT7H8X, NT7H8Y, NT7H9KG, NT7H9KJ, NT7H9P, NT7H9U, NT7L2A, NT7L2B, NT7L2C, NT7L2D, NT7L2E, NT7L2F, NT7L2G, NT7L2H, NT7L2I, NT7L2J, NT7L2K, NT7L2L, NT7L2M, NT7L2N, NT7L2O, NT7L2P, NT7L2Q, NT7L2R, NT7L2S, NT7L2TA, NT7L2TB, NT7L2TC, NT7L2TD, NT7L2TE, NT7L2TF, NT7L2TG, NT7L2TH, NT7L3A, NT7L3F, NT7L3KA, NT7L3KB, NT7L3KD, NT7L3KE, NT7L3KG, NT7L3KJ, NT7H7EJ, NT7H7EK, NT7H7EL, NT7H7HH, NT7H7HI, NT7H7HJ, NT7H7HK, NT7H7HL, NT7H7LF, NT7H7LH, NT7H7LI, NT7H7LK, NT7H7LL, NT7H7I, NT7H7J, NT7H7M, NT7H7N, NT7H7O, NT7H7Q, NT7H7R, NT7H7S, NT7H7T, NT7H7UC, NT7H7UF, NT7H7UI, NT7H7UL, NT7H7UK, NT7H7V, NT7H7W, NT7H7X, NT7H7Y, NT7L1AB, NT7L1AC, NT7L1AE, NT7L1AF, NT7L1AH, NT7L1AI, NT7L1AL, NT7L1B, NT7L1C, NT7L1D, NT7L1E, NT7L1FC, NT7L1FF, NT7L1FI, NT7L1FL, NT7L1G, NT7L1H, NT7L1I, NT7L1J, NT7L1L, NT7L1QC, NT7L1QF, NT7L1M, NT7L1N, NT7L1O, NT7L1R, NT7L1S, NT7L1T"
11193292,AP_11193292_5042,Market area 6,"NT9A1G, NT9A1H, NT9A1I, NT9A1J, NT9A1K, NT9A1L, NT9A1M, NT9A1N, NT9A1O, NT9A1P, NT9A1Q, NT9A1R, NT9A1S, NT9A1T, NT9A1U, NT9A1V, NT9A1W, NT9A1X, NT9A1Y, NT9A2F, NT9A2K, NT9A2L, NT9A2P, NT9A2Q, NT9A2U, NT9A2V, NT9A4A, NT9A4B, NT9A4C, NT9A4D, NT9A4E, NT9A4G, NT9A4H, NT9A4I, NT9A4J, NT9A5A, NT9A5B, NT9A4MB, NT9A4MC, NT9A4NA, NT9A4NB, NT9A4NC, NT9A4OA, NT9A4OB"
11196476,AP_11196476_5043,MA 1,"BV1P2M, BV1P2N, BV1P2O, BV1P2R, BV1P2S, BV1P2T"
11196484,AP_11196484_5044,MA 2,"GO7H9G, GO7H9H, GO7H9I, GO7H9L, GO7H9M, GO7H9N, GO7H9Q, GO7H9R, GO7H9S, GO7H9V, GO7H9W, GO7H9X"
11196485,AP_11196485_5045,MA 3,"NT7H7T, NT7H7Y, NT7H8P, NT7H8Q, NT7H8R, NT7H8U, NT7H8V, NT7H8W, NT7L1E, NT7L1J, NT7L2A, NT7L2B, NT7L2C, NT7L2F, NT7L2G, NT7L2H"
11196513,AP_11196513_5072,Market area 1,"BU7F3NH"
11196514,AP_11196514_5073,Market area 6,"HR2I9FK"
11196515,AP_11196515_5074,Market area 7,"GP6I3EI"
11196516,AP_11196516_5075,Market area 8,"JW3E2HI"
11196517,AP_11196517_5076,Market area 14,"MV4C9UB"
11196518,AP_11196518_5077,Market area 18,"MT5I2UI"
11196519,AP_11196519_5078,Market area 20,"KR5O4JJ"
11196520,AP_11196520_5079,Market area 21,"LR5B3AD"
11196521,AP_11196521_5086,Hole area,"BV2K8UH"
11196521,AP_11196521_5084,Market area,"BV2K8UD, BV2K8UL, BV2K8UK, BV2K8UJ, BV2K8UI, BV2K8UG, BV2K8UF, BV2K8UE"
11196522,AP_11196522_5087,Market area 1,"BV7H1EC, BV7H2AH, BV7H2AG, BV7H2AE, BV7H2AB, BV7H2AA, BV7H1EI, BV7H1EF"
11196522,AP_11196522_5089,Hole area,"BV7H2AD"
11196523,AP_11196523_5092,Hole area,"JW1F5PI"
11196523,AP_11196523_5090,Market area,"JW1F5PE, JW1F5QJ, JW1F5QG, JW1F5QD, JW1F5PL, JW1F5PK, JW1F5PH, JW1F5PF"
11196524,AP_11196524_5095,Hole area,"JW4B4AC"
11196524,AP_11196524_5093,Market area ,"JW4B1UK, JW4B4BD, JW4B4BA, JW4B4AF, JW4B4AE, JW4B4AB, JW4B1VJ, JW4B1UL"
11196525,AP_11196525_5098,Hole area,"LW7F5QG"
11196525,AP_11196525_5096,Market area,"LW7F5PF, LW7F5QK, LW7F5QJ, LW7F5QH, LW7F5QE, LW7F5QD, LW7F5PL, LW7F5PI"
11196526,AP_11196526_5099,Market area ,"LX1A4OI, LX1A5PB, LX1A5PA, LX1A5KK, LX1A5KH, LX1A5KG, LX1A4TC, LX1A4OL"
11196526,AP_11196526_5101,Hole area,"LX1A5KJ"
11196527,AP_11196527_5102,Market area ,"LW6K1HF, LW6K1IK, LW6K1IJ, LW6K1IH, LW6K1IE, LW6K1ID, LW6K1HL, LW6K1HI"
11196527,AP_11196527_5104,Market area,"LW6K1IG"
11196528,AP_11196528_5105,Market area,"MW3I6AC, MW3I6BH, MW3I6BG, MW3I6BE, MW3I6BB, MW3I6BA, MW3I6AI, MW3I6AF"
11196528,AP_11196528_5107,Hole area,"MW3I6BD"
11196529,AP_11196529_5110,Hole area,"LW3H3UA"
11196529,AP_11196529_5108,Market area,"LW3H2TL, LW3H3UE, LW3H3UD, LW3H3UB, LW3H3PK, LW3H3PJ, LW3H2YF, LW3H2YC"
11196530,AP_11196530_5113,Hole area,"NV5I5BG"
11196530,AP_11196530_5111,Market area,"NV5I5AF, NV5I5BK, NV5I5BJ, NV5I5BH, NV5I5BE, NV5I5BD, NV5I5AL, NV5I5AI"
11196531,AP_11196531_5114,Market area,"NU8D3SK, NU8D3YD, NU8D3YA, NU8D3XF, NU8D3XE, NU8D3XB, NU8D3TJ, NU8D3SL"
11196531,AP_11196531_5116,Hole area,"NU8D3XC"
11196532,AP_11196532_5117,Market area,"NT8J6WJ, NT8J9CF, NT8J9CE, NT8J9CD, NT8J9CC, NT8J9CA, NT8J6WL, NT8J6WK"
11196532,AP_11196532_5119,Hole area,"NT8J9CB"
11196533,AP_11196533_5120,Market area,"NT7A5JE, NT7A6FJ, NT7A6FG, NT7A6FD, NT7A5JL, NT7A5JK, NT7A5JH, NT7A5JF"
11196533,AP_11196533_5122,Hole area,"NT7A5JI"
11204111,AP_11204111_5307,MA2-8,"MV9J4LL, MV9J4MJ, MV9J4MK, MV9J4QC, MV9J4QF, MV9J4QI, MV9J4RA, MV9J4RB, MV9J4RD, MV9J4RE, MV9J4RG, MV9J4RH"
11204111,AP_11204111_5372,MA2-73,"NT8O9UI, NT8O9UK, NT8O9UL, NT8O9VG, NT8O9VJ, NT8O9VK, NU2C3AB, NU2C3AC, NU2C3BA, NU2C3BB"
11204111,AP_11204111_5369,MA2-70,"NU3B2VB, NU3B2VE, NU3B2VF, NU3B2VH, NU3B2VI, NU3B2WD, NU3B2WG"
11204111,AP_11204111_5366,MA2-67,"NU3C7MH, NU3C7MI, NU3C7MJ, NU3C7MK, NU3C7ML, NU3C7NJ, NU3C7RA, NU3C7RB, NU3C7RC, NU3C7RE, NU3C7SA"
11204111,AP_11204111_5446,MA3-59,"NS8N5JJ, NS8N5JK, NS8N5OA, NS8N5OB, NS8N5OD, NS8N5OE, NS8N5OF, NS8N5OG, NS8N5OH, NS8N5OI"
11204111,AP_11204111_5442,MA3-55,"NT2C8BK, NT2C8BL, NT2C8GB, NT2C8GC, NT2C8GE, NT2C8GF, NT2C8GH, NT2C8GI, NT2C8HA, NT2C8HD, NT2C8HG"
11204111,AP_11204111_5440,MA3-53,"NT2H1JL, NT2H1OC, NT2H2FG, NT2H2FH, NT2H2FJ, NT2H2FK, NT2H2FL, NT2H2KA, NT2H2KB, NT2H2KD, NT2H2KE"
11204111,AP_11204111_5290,MA84,"MW3C1XF, MW3C1XH, MW3C1XI, MW3C1XK, MW3C1XL, MW3C1YD, MW3C1YG, MW3C1YJ, MW3C4DC, MW3C4EA"
11204111,AP_11204111_5287,MA81,"MW3C4QK, MW3C4QL, MW3C4RJ, MW3C4VB, MW3C4VC, MW3C4VE, MW3C4VF, MW3C4WA, MW3C4WD"
11204111,AP_11204111_5281,MA75,"MW3H2TL, MW3H2YC, MW3H2YF, MW3H2YI, MW3H3PH, MW3H3PJ, MW3H3PK, MW3H3UA, MW3H3UB, MW3H3UC, MW3H3UD, MW3H3UE, MW3H3UG, MW3H3UJ"
11204111,AP_11204111_5439,MA3-52,"NT2H2ME, NT2H2MD, NT2H2MG, NT2H2MH, NT2H2MI, NT2H2MJ, NT2H2MK, NT2H2ML"
11204111,AP_11204111_5436,MA3-49,"NT5D5PK, NT5D5PL, NT5D5QJ, NT5D5UB, NT5D5UC, NT5D5UE, NT5D5UF, NT5D5UH, NT5D5UI, NT5D5UL, NT5D5VA, NT5D5VD"
11204111,AP_11204111_5417,MA3-30,"NT9A2QH, NT9A2QI, NT9A2QJ, NT9A2QK, NT9A2QL, NT9A2RJ, NT9A2VA, NT9A2VB, NT9A2VC, NT9A2VE, NT9A2VF"
11204111,AP_11204111_5279,MA73,"MW3J2ME, MW3J2MG, MW3J2MH, MW3J2MI, MW3J2MJ, MW3J2MK, MW3J2ML, MW3J2RB, MW3J2RC"
11204111,AP_11204111_5269,MA63,"MW5B4TE, MW5B4TF, MW5B4TH, MW5B4TI, MW5B4TK, MW5B4TL, MW5B4YB, MW5B4YC, MW5B5PD, MW5B5PG, MW5B5PJ"
11204111,AP_11204111_5263,MA57,"MW5E7MD, MW5E7ME, MW5E7MF, MW5E7MG, MW5E7MH, MW5E7MI, MW5E7MJ, MW5E7MK, MW5E7ML"
11204111,AP_11204111_5261,MA55,"LW8D5MC, LW8D5MF, LW8D5MI, LW8D5ML, LW8D5NA, LW8D5NB, LW8D5ND, LW8D5NE, LW8D5NG, LW8D5NH, LW8D5NJ, LW8D5NK"
11204111,AP_11204111_5251,MA45,"KX3G9JJ, KX3G9JK, KX3G9NC, KX3G9NF, KX3G9OA, KX3G9OB, KX3G9OC, KX3G9OD, KX3G9OE, KX3G9OF, KX3G9OG, KX3G9OH, KX3G9OI"
11204111,AP_11204111_5235,MA29,"LX1J8RB, LX1J8RD, LX1J8RE, LX1J8RF, LX1J8RG, LX1J8RH, LX1J8RI, LX1J8RJ, LX1J8RK, LX1J8RL"
11204111,AP_11204111_5231,MA25,"LX1O7IJ, LX1O7IK, LX1O7MC, LX1O7MF, LX1O7NA, LX1O7NB, LX1O7ND, LX1O7NE"
11204111,AP_11204111_5226,MA20,"KX6B2VC, KX6B2VF, KX6B2VI, KX6B2WA, KX6B2WB, KX6B2WD, KX6B2WE, KX6B2WG, KX6B2WH, KX6B2WJ, KX6B2WK"
11204111,AP_11204111_5454,MA3-67,"MS6G3PI, MS6G3PL, MS6G3QG, MS6G3QH, MS6G3QJ, MS6G3QK, MS6G3UC, MS6G3VA, MS6G3VB"
11204111,AP_11204111_5218,MA12,"KX6G2GF, KX6G2GI, KX6G2GL, KX6G2HA, KX6G2HB, KX6G2HD, KX6G2HE, KX6G2HG, KX6G2HH, KX6G2HJ, KX6G2HK"
11204111,AP_11204111_5438,MA3-51,"NT2H5NA, NT2H5NB, NT2H5NC, NT2H5ND, NT2H5NE, NT2H5NF, NT2H5NG, NT2H5NH"
11204111,AP_11204111_5429,MA3-42,"NT6I1QJ, NT6I1UB, NT6I1UC, NT6I1UE, NT6I1UF, NT6I1UH, NT6I1UI, NT6I1UK, NT6I1UL, NT6I1VA, NT6I1VD, NT6I1VG, NT6I4AC"
11204111,AP_11204111_5426,MA3-39,"NT5L7MC, NT5L7MF, NT5L7MI, NT5L7ML, NT5L7NA, NT5L7NB, NT5L7ND, NT5L7NE, NT5L7NG, NT5L7NH, NT5L7NJ, NT5L7SA"
11204111,AP_11204111_5420,MA3-33,"NT5O9QF, NT5O9QI, NT5O9QL, NT5O9RD, NT5O9RE, NT5O9RG, NT5O9RH, NT5O9RJ, NT5O9RK, NT5O9VC, NT5O9VF, NT5O9WA, NT5O9WD"
11204111,AP_11204111_5412,MA3-25,"NT7H2PC, NT7H2PE, NT7H2PF, NT7H2PH, NT7H2PI, NT7H2PL, NT7H2QA, NT7H2QD, NT7H2QG, NT7H2QJ"
11204111,AP_11204111_5411,MA3-24,"NT8H2UF, NT8H2UI, NT8H2UL, NT8H2VD, NT8H2VE, NT8H2VG, NT8H2VH, NT8H2VJ, NT8H2VK, NT8H5AC, NT8H5BA, NT8H5BD"
11204111,AP_11204111_5393,MA3-6,"NT7L6VK, NT7L6VL, NT7L6WJ, NT7L9BB, NT7L9BC, NT7L9BE, NT7L9BF, NT7L9BH, NT7L9BI, NT7L9CA, NT7L9CD, NT7L9CG"
11204111,AP_11204111_5391,MA3-4,"NT7L8LC, NT7L8LE, NT7L8LF, NT7L8LH, NT7L8LI, NT7L8LK, NT7L8LL, NT7L8MA, NT7L8MD, NT7L8MG, NT7L8MJ, NT7L8QB, NT7L8QC, NT7L8QF"
11204111,AP_11204111_5390,MA3-3,"NT8J8LF, NT8J8LH, NT8J8LI, NT8J8LK, NT8J8LL, NT8J8MD, NT8J8MG, NT8J8MH, NT8J8MJ, NT8J8MK, NT8J8QB, NT8J8QC, NT8J8RA"
11204111,AP_11204111_5449,MA3-62,"NS8N2EG, NS8N2EH, NS8N2EJ, NS8N2EK, NS8N2EL, NS8N2JA, NS8N2JB, NS8N2JC, NS8N2JE"
11204111,AP_11204111_5288,MA82,"MW3C6JF, MW3C6JH, MW3C6JI, MW3C6JK, MW3C6JL, MW3C6OB, MW3C6OC, MW3C6OF, MW3D4FA, MW3D4FB, MW3D4FD, MW3D4FE, MW3D4FG, MW3D4FH, MW3D4FJ, MW3D4KA"
11204111,AP_11204111_5286,MA80,"MW3C8BB, MW3C8BC, MW3C8BD, MW3C8BE, MW3C8BF, MW3C8BG, MW3C8BH, MW3C8BI, MW3C8BJ, MW3C8BK, MW3C8BL, MW3C8CA, MW3C8CD, MW3C8CG, MW3C8GB"
11204111,AP_11204111_5315,MA2-16,"NV7F8QG, NV7F8QH, NV7F8QI, NV7F8QJ, NV7F8QK, NV7F8QB, NV7F8QC, NV7F8QE, NV7F8QF"
11204111,AP_11204111_5308,MA2-9,"MV9I6EC, MV9I6EF, MV9J4AA, MV9J4AB, MV9J4AD, MV9J4AE, MV9J4AG"
11204111,AP_11204111_5303,MA2-4,"MV9J8LL, MV9J8MG, MV9J8MH, MV9J8MJ, MV9J8MK, MV9J8QC, MV9J8RA, MV9J8RB"
11204111,AP_11204111_5295,MA89,"MV9P6RB, MV9P6RC, MV9P6RE, MV9P6RF, MV9P6RH, MV9P6RI, MV9P6SA, MV9P6SB, MV9P6SD, MV9P6SE, MV9P6SG, MV9P6SH"
11204111,AP_11204111_5276,MA70,"MW3J4IL"
11204111,AP_11204111_5267,MA61,"MW5A9EI, MW5A9EL, MW5B7AG, MW5B7AH, MW5B7AJ, MW5B7AK, MW5B7FA, MW5B7FB"
11204111,AP_11204111_5254,MA48,"KW9N6OB, KW9N6OC, KW9N6OE, KW9N6OF, KW9N6OH, KW9N6OI, KW9N6OJ, KW9N6OK, KW9N6OL, KW9N6TB, KW9O4KA, KW9O4KD, KW9O4KG"
11204111,AP_11204111_5247,MA41,"LX1I2BI, LX1I2BK, LX1I2BL, LX1I2CG, LX1I2CH, LX1I2CJ, LX1I2CK, LX1I2GB, LX1I2GC, LX1I2GF, LX1I2HA, LX1I2HB, LX1I2HD"
11204111,AP_11204111_5370,MA2-71,"NU3B3KH, NU3B3KI, NU3B3KJ, NU3B3KK, NU3B3KL, NU3B3PA, NU3B3PB, NU3B3PC, NU3B3PD, NU3B3PE, NU3B3PF, NU3B3PG, NU3B3PH, NU3B3PK"
11204111,AP_11204111_5367,MA2-68,"NU3B6BC, NU3B6BE, NU3B6BF, NU3B6BI, NU3B6BK, NU3B6BL, NU3B6CA, NU3B6CD, NU3B6CE, NU3B6CG, NU3B6CH, NU3B6CJ, NU3B6GB, NU3B6GC, NU3B6HA"
11204111,AP_11204111_5351,MA2-52,"NU9E2LH, NU9E2LI, NU9E2LK, NU9E2LL, NU9E2MG, NU9E2MJ, NU9E2QB, NU9E2QC, NU9E2QE, NU9E2QF, NU9E2QH, NU9E2QI, NU9E2RA"
11204111,AP_11204111_5448,MA3-61,"NS8N3RH, NS8N3RI, NS8N3RJ, NS8N3RK, NS8N3RL, NS8N3SJ, NS8N3WA, NS8N3WB, NS8N3WC, NS8N3WF, NS8N3XA"
11204111,AP_11204111_5445,MA3-58,"NS8N4SK, NS8N4SL, NS8N4XA, NS8N4XB, NS8N4XC, NS8N4XD, NS8N4XE, NS8N4XF, NS8N4XG, NS8N4XH, NS8N4XI, NS8N4XJ, NS8N4XK, NS8N4YD, NS8N7DB"
11204111,AP_11204111_5229,MA23,"LX1M8YE, LX1M8YF, LX1M8YH, LX1M8YI, LX1M8YK, LX1M8YL, LX1M9UD, LX1M9UE, LX1M9UG, LX1M9UH, LX1M9UJ, LX1M9UK, LX4A2EC, LX4A3AA"
11204111,AP_11204111_5223,MA17,"LX4D4GG"
11204111,AP_11204111_5443,MA3-56,"NS8N8DK, NS8N8DL, NS8N8EJ, NS8N8IB, NS8N8IC, NS8N8IE, NS8N8IF, NS8N8IG, NS8N8IH, NS8N8II, NS8N8IK, NS8N8IL, NS8N8JA, NS8N8JD"
11204111,AP_11204111_5340,MA2-41,"NV5I5XL, NV5I5YG, NV5I5YH, NV5I5YJ, NV5I5YK, NV5I8DC, NV5I8EA, NV5I8EB, NV5I8ED, NV5I8EE"
11204111,AP_11204111_5328,MA2-29,"NV4P4MJ, NV4P4MK, NV4P4RA, NV4P4RB, NV4P4RC, NV4P4RD, NV4P4RE, NV4P4RF, NV4P4RH"
11204111,AP_11204111_5312,MA2-13,"MV9H7XJ, MV9H7XK, MV9L1CC, MV9L1CF, MV9L1CI, MV9L1CL, MV9L1DA, MV9L1DB, MV9L1DD, MV9L1DE, MV9L1DG, MV9L1DH, MV9L1DJ, MV9L1IA"
11204111,AP_11204111_5434,MA3-47,"NT5G6FA, NT5G6FB, NT5G6FD, NT5G6FE, NT5G6FF, NT5G6FG, NT5G6FH, NT5G6FI"
11204111,AP_11204111_5433,MA3-46,"NT5H5FF, NT5H5FI, NT5H5FL, NT5H5GD, NT5H5GG, NT5H5GH, NT5H5GJ, NT5H5GK, NT5H5LA, NT5H5LB"
11204111,AP_11204111_5403,MA3-16,"NT8E7NG, NT8E7NH, NT8E7NI, NT8E7NJ, NT8E7NK, NT8E7NL, NT8E7SB, NT8E7SC, NT8E7SE, NT8E7SF"
11204111,AP_11204111_5296,MA90,"MV9K8XL, MV9K8YJ, MV9K8YK, MV9O2DC, MV9O2DF, MV9O2DI, MV9O2EA, MV9O2EB, MV9O2ED, MV9O2EE, MV9O2EG, MV9O2EJ"
11204111,AP_11204111_5293,MA87,"NW1A1IH, NW1A1II, NW1A1IK, NW1A1IL, NW1A1JG, NW1A1JJ, NW1A1NB, NW1A1NC, NW1A1NE, NW1A1NF, NW1A1NI, NW1A1OA"
11204111,AP_11204111_5292,MA86,"MW3C3OF, MW3C3OH, MW3C3OI, MW3C3OL, MW3D1KD, MW3D1KE, MW3D1KG, MW3D1KH, MW3D1KJ"
11204111,AP_11204111_5399,MA3-12,"NT8J2MA, NT8J2MB, NT8J2MC, NT8J2MD, NT8J2ME, NT8J2MF, NT8J2MG, NT8J2MH, NT8J2MI"
11204111,AP_11204111_5394,MA3-7,"NT8J4YG, NT8J4YH, NT8J4YI, NT8J4YJ, NT8J4YK, NT8J4YL, NT8J7DF, NT8J7DI, NT8J7EA, NT8J7EB, NT8J7EC, NT8J7ED, NT8J7EE, NT8J7EG, NT8J7EH"
11204111,AP_11204111_5385,MA2-86,"NT8K8XL, NT8K8YJ, NT8O2DC, NT8O2DE, NT8O2DF, NT8O2DI, NT8O2EA, NT8O2ED"
11204111,AP_11204111_5291,MA85,"MW3D1SJ, MW3D1SK, MW3D1SL, MW3D1XA, MW3D1XB, MW3D1XC, MW3D1XD, MW3D1XE, MW3D1XF, MW3D1YA, MW3D1YD"
11204111,AP_11204111_5283,MA77,"MW3H3BI, MW3H3BL, MW3H3CD, MW3H3CG, MW3H3CH, MW3H3CJ, MW3H3CK"
11204111,AP_11204111_5266,MA60,"LW6A9JE, LW6A9JF, LW6A9JG, LW6A9JH, LW6A9JI, LW6A9JK, LW6A9JL, LW6A9OB, LW6A9OC, LW6B7FD, LW6B7FG, LW6B7FJ"
11204111,AP_11204111_5432,MA3-45,"NT5H5YK, NT5H5YL, NT5H8EA, NT5H8EB, NT5H8EC, NT5H8ED, NT5H8EE, NT5H8EF, NT5H8EG, NT5H8EH, NT5H8EI, NT5H8EJ, NT5H8EK"
11204111,AP_11204111_5258,MA52,"LW7F7YC, LW7F7YE, LW7F7YF, LW7F7YH, LW7F7YI, LW7F7YK, LW7F7YL, LW7F8UD, LW7F8UG, LW7F8UJ, LW7J1EA, LW7J1EB, LW7J1EC, LW7J1EE"
11204111,AP_11204111_5253,MA47,"KW9N5MJ, KW9N5MK, KW9N5QC, KW9N5QF, KW9N5QI, KW9N5QL, KW9N5RA, KW9N5RB, KW9N5RD, KW9N5RE, KW9N5RG, KW9N5RJ"
11204111,AP_11204111_5239,MA33,"LX1J5WA, LX1J5WB, LX1J5WD, LX1J5WE, LX1J5WF, LX1J5WG, LX1J5WH, LX1J5WI, LX1J5WJ, LX1J5WK"
11204111,AP_11204111_5382,MA2-83,"NT8O1YB, NT8O1YC, NT8O1YD, NT8O1YE, NT8O1YF, NT8O1YG, NT8O1YH, NT8O1YI, NT8O1YJ, NT8O1YK, NT8O1YL, NT8O4EA, NT8O4EB"
11204111,AP_11204111_5365,MA2-66,"NU3B9NH, NU3B9NI, NU3B9NK, NU3B9NL, NU3B9OG, NU3B9OJ, NU3B9SB, NU3B9SC, NU3B9SE, NU3B9SF, NU3B9SH, NU3B9SI, NU3B9TA"
11204111,AP_11204111_5363,MA2-64,"NU3F7SJ, NU3F7WB, NU3F7WC, NU3F7WE, NU3F7WF, NU3F7WH, NU3F7WI, NU3F7WK, NU3F7WL, NU3F7XA, NU3F7XD, NU3F7XG, NU3F7XJ, NU3J1CC"
